0,1,2,3,4
41.771674305090585,37.90822183637964,31.22801369775617,51.39954182013832,37.9934157518481
56.02502476064716,67.33430253903444,73.03099364707202,76.37816354661624,74.81855489850989
57.613374500428854,61.461893028192726,76.84008751903743,51.19330810924652,52.42623103190427
86.38908453517787,110.57837311891423,92.01677351565193,122.42498670436461,130.6072512297854
49.63321531205758,65.49730816452002,57.86488529654088,50.54822930090131,60.23570553971962
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
69.50726285355266,80.68129327552067,94.68665688517707,107.37044754308536,62.19738702378863
33.76688489928168,74.77323680231423,39.844914206336995,63.0976521494841,69.46371519148914
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
76.54290073401508,139.05203948166803,54.235634543141956,93.16559043322441,66.13964866977987
64.61335205330715,59.32140439778198,45.72713729219568,49.11084903127651,54.23182873159946
